0.601729,0.875993
0.680832,0.8969
0.567611,0.87278
0.641461,0.926805
0.585592,0.703413
0.850235,0.0277234
0.809733,8.14847e-05
0.890098,0.0321305
0.994931,0.237345
0.589901,0.808985
0.48217,0.929508
0.535132,0.988328
0.927995,0.289182
0.951207,0.331944
0.57329,0.474196
0.42169,0.564072
0.381106,0.536655
0.473051,0.621283
0.443319,0.658267
0.370444,0.574847
0.628798,0.556741
0.415787,0.445764
0.550043,0.617855
0.474111,0.788099
0.533266,0.821601
0.496803,0.839766
0.63212,0.67026
0.454914,0.70892
0.51108,0.591845
0.935448,0.00449248
0.943888,0.147168
0.666475,0.232848
0.588774,0.0316943
0.609493,0.240884
0.548788,0.0406058
0.568081,0.524079
0.444354,0.352174
0.48839,0.356535
0.376223,0.492089
0.560683,0.346362
0.377678,0.387605
0.860078,0.894883
0.555652,0.239988
0.629674,0.137462
0.507387,0.00876324
0.498488,0.0746043
0.350517,0.338686
0.365282,0.446473
0.452399,0.304319
0.587558,0.301799
0.798156,0.285569
0.30241,0.577481
0.255063,0.456964
0.339423,0.637663
0.462314,0.565752
0.628326,0.45838
0.525284,0.382034
0.544291,0.680624
0.60969,0.763527
0.340079,0.781192
0.399146,0.649154
0.514346,0.716559
0.515147,0.894431
0.403852,0.735538
0.401732,0.826725
0.382127,0.771054
0.999523,0.340158
0.784936,0.380733
0.515242,0.763935
0.485088,0.676678
0.929634,0.0441853
0.397964,0.607794
0.619683,0.599623
0.613787,0.0833127
0.696676,0.174674
0.533478,0.137923
0.625196,0.630787
0.294262,0.321434
0.330609,0.398284
0.533563,0.299697
0.394404,0.221964
0.477805,0.26772
0.65578,0.0837657
0.475691,0.125333
0.441204,0.00993105
0.405702,0.0426226
0.433882,0.0773365
0.942881,0.991547
0.481546,0.209118
0.950401,0.515767
0.424702,0.151189
0.438626,0.191971
0.560934,0.187996
0.241954,0.676727
0.291056,0.6594
0.313986,0.48957
0.345672,0.718363
0.235557,0.518875
0.220554,0.594245
0.293386,0.44849
0.179775,0.570005
0.45873,0.96278
0.64211,0.859094
0.459729,0.871776
0.413125,0.859245
0.855297,0.395259
0.590034,0.934769
0.607646,0.972433
0.347036,0.295015
0.336045,0.250876
0.437761,0.266441
0.304315,0.361519
0.450254,0.751248
0.395299,0.309954
0.324182,0.958018
0.247797,0.346084
0.215091,0.464749
0.253178,0.903963
0.260664,0.791072
0.381882,0.898892
0.204351,0.820624
0.222893,0.738842
0.365999,0.681828
0.307846,0.700247
0.183509,0.780306
0.252779,0.850258
0.374147,0.956385
0.346951,0.991613
0.333655,0.919065
0.363156,0.854875
0.515254,0.64001
0.111658,0.678379
0.190986,0.885354
0.141499,0.645696
0.118259,0.733108
0.308646,0.839932
0.0771799,0.73771
0.266886,0.598742
0.109327,0.796404
0.135095,0.853397
0.261605,0.740435
0.109306,0.548513
0.0637241,0.560358
0.0439804,0.612532
0.0226842,0.689668
0.025691,0.751333
0.190448,0.655415
0.116793,0.594471
0.059384,0.801084
0.17491,0.615052
0.341177,0.168809
0.267043,0.107505
0.267872,0.381028
0.239912,0.183403
0.217479,0.251205
0.311545,0.0967785
0.280813,0.180057
0.394831,0.111961
0.231166,0.134683
0.100103,0.2525
0.0652846,0.214891
0.121097,0.203462
0.147556,0.143966
0.165304,0.346637
0.171512,0.110276
0.223267,0.391019
0.436221,0.601125
0.309096,0.539142
0.0654065,0.965466
0.175517,0.922819
0.162464,0.989652
0.0423664,0.884971
0.225108,0.979153
0.00379518,0.93674
0.107911,0.986035
0.169743,0.70469
0.380472,0.267214
0.456367,0.461308
0.132632,0.463332
0.0689003,0.654863
0.156313,0.533287
0.526738,0.509729
0.350545,0.103632
0.276744,0.946221
0.307391,0.997218
0.101041,0.887721
0.293866,0.908019
0.0191857,0.971994
0.0980523,0.92784
0.173597,0.455004
0.323096,0.000778135
0.214971,0.93251
0.577694,0.653839
0.417162,0.986405
0.257193,0.555676
0.0876696,0.851325
0.313652,0.744568
0.323282,0.878437
0.666199,0.977884
0.442161,0.916494
0.288169,0.25928
0.236926,0.636381
0.00115603,0.561604
0.00288734,0.793177
0.00426329,0.606663
0.0785399,0.503077
0.386111,0.170719
0.305036,0.138626
0.0807551,0.409743
0.0162137,0.380797
0.114077,0.379896
0.00215133,0.447872
0.0695285,0.371367
0.169055,0.399151
0.122624,0.424867
0.744786,0.172452
0.120719,0.503459
0.247713,0.286999
0.207315,0.299114
0.0833974,0.455427
0.109658,0.341917
0.140917,0.284421
0.433267,0.390887
0.0261549,0.320235
0.193669,0.179162
0.00226299,0.495688
0.0165413,0.645374
0.0415928,0.479377
0.0155448,0.143089
0.00200148,0.113475
0.0586545,0.0751711
0.0237069,0.195197
0.0150709,0.261305
0.0803105,0.307746
0.516533,0.253428
0.274093,0.0457903
0.318798,0.0498967
0.175044,0.0540601
0.110215,0.0638935
0.118562,0.104576
0.16958,0.235262
0.199631,0.0177993
0.295532,0.226868
0.112255,0.0100084
0.113121,0.169711
0.0170055,0.00237908
0.215539,0.0821787
0.367,0.056103
0.904115,0.197037
0.0585129,0.0174385
0.149217,0.892606
0.259274,0.996485
0.0844607,0.118699
0.627859,0.281648
0.237314,0.0126465
0.841123,0.309452
0.27678,0.504779
0.627852,0.321337
0.19431,0.517013
0.0265258,0.0685032
0.169423,0.313224
0.998397,0.00346068
0.486591,0.991584
0.0243922,0.838141
0.433792,0.800699
0.145606,0.811583
0.342234,0.201133
0.621124,0.000569893
0.0855405,0.603468
0.0577283,0.258801
0.144772,0.00743276
0.55661,0.779706
0.71611,0.312174
0.204855,0.34125
0.278131,0.0042266
0.995288,0.864875
0.488644,0.311251
0.939998,0.39805
0.0542442,0.157774
0.927396,0.731092
0.608125,0.199473
0.398051,0.34547
0.00244087,0.878224
0.163137,0.74312
0.067507,0.692127
0.298863,0.624057
0.485697,0.168933
0.0475156,0.436711
0.301694,0.795665
0.41464,0.688461
0.0445984,0.918929
0.0367527,0.525763
0.990774,0.994696
0.808613,0.906102
0.25208,0.228351
0.136587,0.945814
0.467145,0.0452233
0.197603,0.142481
0.224993,0.775117
0.39159,0.00511898
